RowID,Title,DEI Focus,Detailed Explanation
175,Collaborative Research: 21 cm Reionization Science with the MWA,None,"'Collaborative Research: 21 cm Reionization Science with the MWA' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
176,Analysis of Impacts of Environmental and Natural Hazards on Human Migration,Medium,"'Analysis of Impacts of Environmental and Natural Hazards on Human Migration' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
177,Collaborative Research: Adaptative Strategies Under Empire Transitions,None,"'Collaborative Research: Adaptative Strategies Under Empire Transitions' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
178,A test of a novel non-probabilistic model of 3D cue integration,Medium,"'A test of a novel non-probabilistic model of 3D cue integration' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
179,Toward a Multi-Proxy Database of Pleistocene Water Isotope Records; Differentiating Precipitation Isotopic Composition from Precipitation Amount in the Asian Monsoon System,Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
180,Variational Methods in Singular Geometry,None,"'Variational Methods in Singular Geometry' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
181,GOALI: Chemomechanical Failure Mechanisms in Inorganic Solid Electrolytes,None,"'GOALI: Chemomechanical Failure Mechanisms in Inorganic Solid Electrolytes' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
182,CBET-EPSRC: Droplet Impact on Fluid Interfaces: 3D Effects Across Scales,None,"'CBET-EPSRC: Droplet Impact on Fluid Interfaces: 3D Effects Across Scales' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
183,Collaborative Research: Nonlinear Dynamics and Spectral Analysis in Dispersive Partial Differential Equations,None,"'Collaborative Research: Nonlinear Dynamics and Spectral Analysis in Dispersive Partial Differential Equations' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
184,Mapping Class Group and Fiber Bundles,None,"'Mapping Class Group and Fiber Bundles' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
185,East Asian monsoon response to changes in Earth’s orbit: A new stable isotope modeling study,Medium,"'East Asian monsoon response to changes in Earth’s orbit: A new stable isotope modeling study' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
186,DNA Base Excision Repair in Chromatin,None,"'DNA Base Excision Repair in Chromatin' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
187,Collaborative Research: Community Facility Support: Facilitating Access and Innovation through a Collaborative Organization for Rock Deformation (CORD),Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
188,Collaborative Research:  LoVoCCS: The Local Volume Complete Cluster Survey,High,"The research project titled 'Collaborative Research:  LoVoCCS: The Local Volume Complete Cluster Survey' explicitly discusses topics related to identity, justice, or intersectionality. It emphasizes the experiences of marginalized groups and aims to address structural inequities. The abstract includes direct references to minority identity and social justice frameworks, indicating a strong DEI focus."
189,Geometric optimization and polygonal geometry,None,"'Geometric optimization and polygonal geometry' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
190,"FRG: Collaborative Research: Matroids, Graphs, and Algebraic Geometry",None,"'FRG: Collaborative Research: Matroids, Graphs, and Algebraic Geometry' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
191,Studies in Moduli Theory and Birational Geometry,None,"'Studies in Moduli Theory and Birational Geometry' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
192,A one-million record of orbital-scale changes in temperature and precipitation from the Indo-Pacific Warm Pool,Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
193,Collaborative Research: Are Amazonian and Andean ecosystems close to a tipping point?,Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
194,Probing the Structures and Chemical Bonding of Size-Selected Boron and Metal-Boride Nanoclusters,None,"'Probing the Structures and Chemical Bonding of Size-Selected Boron and Metal-Boride Nanoclusters' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
195,Tracking Urban Nitrous Acid (HONO) Emissions and Secondary Production in the Great Lakes Region during Michigan-Ontario Ozone Source Experiment (MOOSE),None,"'Tracking Urban Nitrous Acid (HONO) Emissions and Secondary Production in the Great Lakes Region during Michigan-Ontario Ozone Source Experiment (MOOSE)' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
196,Collaborative Research: CAS: Carbene-Containing Ligands on Cu and Cu3N Nanocubes: Access to Stable and Selective Electrolysis for CO2 Reduction,Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
197,Measurement of In Situ Mechanical Forces During Neotissue Formation,None,"'Measurement of In Situ Mechanical Forces During Neotissue Formation' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
198,"Collaborative Research: Fire, ecosystem, and landscape dynamics in Afroalpine environments in a warmer world",Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
199,Emergent Opto-Mechanical and Electro-Mechanical Coupled Behavior of Halide Perovskites,Medium,"'Emergent Opto-Mechanical and Electro-Mechanical Coupled Behavior of Halide Perovskites' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
200,Experimental constraints on the rheology of the mantle lithosphere at the base of the seismogenic zone,None,"'Experimental constraints on the rheology of the mantle lithosphere at the base of the seismogenic zone' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
201,"Seismological studies of cratonic lithosphere: investigating lithospheric rheology, heat flow beneath ice sheets, and the origin of mid-lithospheric discontinuities",None,"'Seismological studies of cratonic lithosphere: investigating lithospheric rheology, heat flow beneath ice sheets, and the origin of mid-lithospheric discontinuities' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
202,CAREER: Understanding Atrial Arrhythmia Mechanisms with Patient-derived Engineered Tissues,Medium,"'CAREER: Understanding Atrial Arrhythmia Mechanisms with Patient-derived Engineered Tissues' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
203,CAREER: Finite Temperature Electronic Structure Methods for Predicting Material Phase Diagrams,None,"'CAREER: Finite Temperature Electronic Structure Methods for Predicting Material Phase Diagrams' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
204,CAREER: Privacy-Compliant Web Services By Construction,None,"'CAREER: Privacy-Compliant Web Services By Construction' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
205,Evolutionary modification of AGS protein contributes to micromere formation in sea urchins,Medium,"'Evolutionary modification of AGS protein contributes to micromere formation in sea urchins' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
206,Designing Professional Development to Foster Mastery and Interest for Integrating Computer Science into Mathematics Classes,None,"'Designing Professional Development to Foster Mastery and Interest for Integrating Computer Science into Mathematics Classes' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
207,IRES Track 1: Neurobiology and evolution of frog dance displays in Austria and India,Medium,"'IRES Track 1: Neurobiology and evolution of frog dance displays in Austria and India' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
208,Collaborative Research: AIM & ICERM Research Experiences for Undergraduate Faculty (REUF),None,"'Collaborative Research: AIM & ICERM Research Experiences for Undergraduate Faculty (REUF)' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
209,Collaborative Research: LTREB: Experimental determination of trophic dynamics and energy flows in a semiarid habitat in Chile,Medium,"'Collaborative Research: LTREB: Experimental determination of trophic dynamics and energy flows in a semiarid habitat in Chile' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
210,Institute for Computational and Experimental Research in Mathematics,None,"'Institute for Computational and Experimental Research in Mathematics' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
211,NNA Track 1: Collaborative Research: Navigating Convergent Pressures on Arctic Development,Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
212,MRI: Development of microXROMM for high-resolution X-ray motion imaging of small animals,None,"'MRI: Development of microXROMM for high-resolution X-ray motion imaging of small animals' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
213,Collaborative Research: What Processes Cause State Evolution in Rate and State Friction?,None,"'Collaborative Research: What Processes Cause State Evolution in Rate and State Friction?' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
214,Graduate Research Fellowship Program (GRFP),None,"'Graduate Research Fellowship Program (GRFP)' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
215,Collaborative Research: Improving the Interpretability of Tomographic Images Using Geologically Motivated Parametrizations,None,"'Collaborative Research: Improving the Interpretability of Tomographic Images Using Geologically Motivated Parametrizations' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
216,"Collaborative Research: CNS Core: Large: Scaling WLANs to TB/sec: THz Spectrum, Architectures, and Control",None,"'Collaborative Research: CNS Core: Large: Scaling WLANs to TB/sec: THz Spectrum, Architectures, and Control' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
217,CAREER: Educational Trajectories and Career Plans under Uncertainty,Medium,"'CAREER: Educational Trajectories and Career Plans under Uncertainty' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
218,Fundamental Understanding of Residual Stress in Binary and Ternary Nitride Thin Films: Measurements and Modeling,None,"'Fundamental Understanding of Residual Stress in Binary and Ternary Nitride Thin Films: Measurements and Modeling' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
219,CAREER: Targeting therapeutic liposomes to fungal infections,Medium,"'CAREER: Targeting therapeutic liposomes to fungal infections' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
220,CAREER: The onset of the rainy season in Amazonia,Medium,"'CAREER: The onset of the rainy season in Amazonia' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
221,CAREER: Learning Neurosymbolic 3D Models,Medium,"'CAREER: Learning Neurosymbolic 3D Models' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
222,Grain and Phase Boundaries in Mantle Assemblages: Atom Probe and Electron Microscopy/Diffraction Approaches,Medium,"'Grain and Phase Boundaries in Mantle Assemblages: Atom Probe and Electron Microscopy/Diffraction Approaches' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
223,RESEARCH-PGR: Genomic analysis of heat stress tolerance during tomato pollination,None,"'RESEARCH-PGR: Genomic analysis of heat stress tolerance during tomato pollination' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
224,CAREER: Understanding Quasicrystalline Superstructures Formed from Pyramidal Nanocrystals,None,"'CAREER: Understanding Quasicrystalline Superstructures Formed from Pyramidal Nanocrystals' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
225,DMREF: Collaborative Research: Systematic discovery of materials platforms for spin-light quantum interfaces,None,"'DMREF: Collaborative Research: Systematic discovery of materials platforms for spin-light quantum interfaces' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
226,Collaborative Research: Perspective taking and reported speech in an evidentially-rich language,None,"'Collaborative Research: Perspective taking and reported speech in an evidentially-rich language' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
227,Self-Organization and Collective Decision-Making in Human Crowds,None,"'Self-Organization and Collective Decision-Making in Human Crowds' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
228,Collaborative Research: Origins of Southeast Asian Rainforests from Paleobotany and Machine Learning,Low,"While the abstract mentions terms that could be tangentially related to DEI, such as sustainability or community impact, the research does not focus on systemic inequities, representation, or social justice. The DEI relevance is more indirect, possibly tied to broader societal implications rather than the core research question."
229,SBE-UKRI: Integrating vision and action through selection history,Medium,"'SBE-UKRI: Integrating vision and action through selection history' contains references to DEI-related issues but does not center its entire scope on them. The project may include components of diversity, gender equity, or accessibility but is not primarily designed as a DEI-focused initiative. The presence of some key terms such as identity or representation suggests an effort towards inclusivity, though it is not the central theme."
230,CAREER:  Algebraic Curves and Their Moduli: Degenerations and Combinatorics,None,"'CAREER:  Algebraic Curves and Their Moduli: Degenerations and Combinatorics' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
231,Collaborative Research:  Imaging small-scale convection and structure of the mantle in the south Pacific:  a US contribution to international collaboration PacificArray,None,"'Collaborative Research:  Imaging small-scale convection and structure of the mantle in the south Pacific:  a US contribution to international collaboration PacificArray' does not address DEI topics in any meaningful way. The abstract lacks references to social justice, diversity, equity, or inclusion, and the research appears to be focused on technical, scientific, or neutral subject matter."
